,complexity,accuracy,distortion,mse,gNID,eps,beta,run,discr_need
6,3.0649304824403494,3.061534283942752,3.763133445423128,190.50932666221644,,,,6,1.0
7,3.060339346382994,3.056965281503624,3.767702447862256,191.71616281664808,,,,7,1.0
0,3.04470547257171,3.041412117307228,3.7832556120586514,195.80247817852845,,,,0,-1.0
1,3.044686422139012,3.0413932390252505,3.783274490340629,195.80577420573832,,,,1,-1.0
2,3.044647202525315,3.041354218167294,3.7833135111985854,195.81572653858328,,,,2,-1.0
3,3.044679469943464,3.041386285666251,3.7832814436996287,195.8083771486288,,,,3,-1.0
4,3.0446118206682975,3.0413189907973095,3.78334873856857,195.82498064819447,,,,4,-1.0
5,3.04467108495958,3.0413779634659655,3.783289765899914,195.80990929809272,,,,5,-1.0
6,3.044636283994409,3.0413433620942207,3.783324367271659,195.81926904649768,,,,6,-1.0
7,3.044123151860836,3.0408328733317873,3.783834856034092,195.95323098332537,,,,7,-1.0
0,2.5142541945574948,2.5127860365892243,4.311881692776655,413.3833878970002,0.3401692322012195,-0.0620935633778572,0.722381591796875,0,-3.0
1,2.5143227586419084,2.512854487989072,4.311813241376807,413.3425650379274,0.3401484938671695,-0.0620934106409549,0.722381591796875,1,-3.0
2,2.514251355408769,2.512783273517502,4.311884455848377,413.37653981256034,0.3401704252092024,-0.0620936676859855,0.722381591796875,2,-3.0
3,2.5143698209353804,2.5129014409599044,4.311766288405975,413.31732495342266,0.3401348342139829,-0.0620932541787624,0.722381591796875,3,-3.0
4,2.514344978086056,2.512876661951042,4.311791067414838,413.32918462211495,0.340142290442699,-0.0620933435857296,0.722381591796875,4,-3.0
5,2.514334462239487,2.5128661945706714,4.311801534795208,413.3311835937469,0.340145392827899,-0.0620934106409549,0.722381591796875,5,-3.0
6,2.5142714681002243,2.5128033477206433,4.311864381645236,413.3642609714958,0.3401638298161873,-0.0620936155319213,0.722381591796875,6,-3.0
7,2.5139439777630788,2.512476554537491,4.3121911748283885,413.54666978711685,0.3402625719923193,-0.0620945803821086,0.722381591796875,7,-3.0
0,3.0649114253301413,3.06151532318958,3.763152406176299,190.51337931775296,,,,0,3.0
1,3.0649475087430087,3.06155120977831,3.7631165195875695,190.50455716523493,,,,1,3.0
2,3.0649160625187353,3.061519952654905,3.7631477767109742,190.511725632958,,,,2,3.0
3,3.064908189335881,3.061512133492732,3.763155595873147,190.5133839892623,,,,3,3.0
4,3.0649097743854146,3.061513702393567,3.763154026972313,190.513274407031,,,,4,3.0
5,3.0649041164018413,3.0615080499455267,3.763159679420353,190.51499763714327,,,,5,3.0
6,3.064869815627171,3.0614738963254027,3.763193833040477,190.52565724072116,,,,6,3.0
7,3.0597324214401915,3.0563606180020457,3.768307111363834,191.90520489201268,,,,7,3.0
0,1.7735938939722473e-08,0.0,6.824667773215774,18149.70646608685,0.499999449072955,-7.376460189334466e-07,0.0965510308742523,0,-10.0
1,1.5558267563164918e-08,0.0,6.824667775393452,18149.706386147867,0.4999994861200453,-1.1090385554357596e-10,0.0166577715426683,1,-10.0
2,1.5425591470830113e-08,0.0,6.824667775526125,18149.70652316547,0.499999481711141,-3.6515593819785863e-06,0.2197198122739792,2,-10.0
3,4.0456527017340704e-09,0.0,6.824667786906064,18149.706368190466,0.4999977836722246,-8.903483283972946e-09,0.0399599745869636,3,-10.0
4,1.70590261916459e-08,0.0,6.824667773894079,18149.70581479433,0.999999996019568,-0.0683117285370826,0.7257104516029358,4,-10.0
5,1.6905217446350207e-05,1.684273535573766e-05,6.824650886630524,18149.3111079824,0.999599515240345,-0.0011381065705791,0.5792394876480103,5,-10.0
6,0.0674494937562322,0.0674458665544044,6.757221862811475,16612.953620071137,0.7724105575282046,-0.0070173004642128,0.6591327786445618,6,-10.0
7,0.2136437867449068,0.2136318430958486,6.611035886270031,13635.053542753172,0.767588425787632,-0.0171682555228471,0.6757771968841553,7,-10.0
0,3.064888217951408,3.061492215169965,3.7631755141959142,190.51930228659216,,,,0,2.0
1,3.0649421718910013,3.061545917146228,3.763121812219651,190.50543582327128,,,,1,2.0
2,3.0648564720851965,3.0614606649128433,3.763207064453036,190.52693569851587,,,,2,2.0
3,3.0648863603814043,3.061490401384571,3.763177327981309,190.51946847671408,,,,3,2.0
4,3.064889524324146,3.0614935748201653,3.7631741545457142,190.5177693745776,,,,4,2.0
5,3.0648436259705836,3.061447864767519,3.76321986459836,190.5307237398332,,,,5,2.0
6,3.0648566379902,3.0614608000431947,3.763206929322685,190.52736618535693,,,,6,2.0
7,3.022952411869113,3.019720751845515,3.804946977520365,202.8165652737044,,,,7,2.0
0,2.9244057732806628,2.921657534074006,3.9030101952918734,231.57604575455235,0.2269454363245309,-0.0603215359151363,0.722381591796875,0,-2.0
1,2.924467196973655,2.921718698488336,3.902949030877544,231.5579675952569,0.2269300203943669,-0.0603211745619773,0.722381591796875,1,-2.0
2,2.9244372400691514,2.921688856377168,3.902978872988712,231.5672877300827,0.226936846304946,-0.0603213347494602,0.722381591796875,2,-2.0
3,2.924356392054893,2.9216083773672175,3.903059351998662,231.59020878245252,0.2269598338186007,-0.0603218451142311,0.722381591796875,3,-2.0
4,2.924457241978434,2.9217087856644586,3.902958943701421,231.56097632974183,0.2269335499582316,-0.0603212304413318,0.722381591796875,4,-2.0
5,2.92437464581665,2.9216265246182704,3.903041204747609,231.5864531911432,0.226955896935652,-0.0603216961026191,0.722381591796875,5,-2.0
6,2.924339384624197,2.921591456911788,3.903076272454092,231.59501220742493,0.2269645642328941,-0.0603219643235206,0.722381591796875,6,-2.0
7,2.9239919514452435,2.9212455660122956,3.903422163353584,231.69461831200636,0.2270642683713508,-0.0603240989148616,0.722381591796875,7,-2.0
