,complexity,accuracy,distortion,mse,gNID,eps,beta,run,discr_need
6,8.05333975450353,6.511685263292257,0.3129824660736222,2216.4795376996353,,,,6,1.0
7,3.927659947122056,3.211932490099217,3.6127352392666623,12489.83878236503,,,,7,1.0
0,7.89669442909954,6.679269816448228,0.1453979129176517,1.2635257439147125,,,,0,-1.0
1,7.884242163057378,6.6637024979904975,0.160965231375382,1.3315830832643232,,,,1,-1.0
2,7.926484093384676,6.681998830584611,0.1426688987812685,1.2842087634763777,,,,2,-1.0
3,7.957878414880021,6.695739115160054,0.1289286142058259,1.2425210049172448,,,,3,-1.0
4,7.912445846805426,6.684128524770429,0.1405392045954503,1.253591075545848,,,,4,-1.0
5,8.01006090915484,6.717648662360714,0.1070190670051651,1.1866570524133162,,,,5,-1.0
6,7.8992065701221374,6.6783313822991754,0.146336347066704,1.2682622939364063,,,,6,-1.0
7,6.804482911861619,6.1564306793704215,0.668237049995458,3.0953840523142357,,,,7,-1.0
0,5.12183620050647,5.027778017268533,1.7968897120973466,29.42190162840957,0.0374779992930378,0.0130580682307481,0.755670428276062,0,-3.0
1,5.159730947577117,5.064164905075998,1.7605028242898817,26.795900041763687,0.0314937899311326,0.0150534613057971,0.755670428276062,1,-3.0
2,5.26462122998055,5.164136688362982,1.6605310410028975,18.51297523140809,0.0236745472066788,0.010156120173633,0.7623282074928284,2,-3.0
3,5.359508240199602,5.254185301079048,1.570482428286832,13.030725738930798,0.0171739325493485,0.0093042738735675,0.7689859867095947,3,-3.0
4,5.398698497758039,5.290512326074884,1.5341554032909954,11.878860047739106,0.0153536808206049,0.0046634627506136,0.7723149061203003,4,-3.0
5,5.4533949522732375,5.335953695190716,1.488714034175164,9.96559613366014,0.0119082967020249,0.0132751986384391,0.7756437659263611,5,-3.0
6,7.031177529427296,5.927093837357747,0.8975738920081326,7.829115501727134,0.0704284517065754,0.3479429185390472,1.4980120658874512,6,-3.0
7,7.46259412986185,6.2020598233226245,0.622607906043255,43.98741683707193,0.0603792836177623,0.0701291486620903,2.376837968826294,7,-3.0
0,6.976919629325549,5.47518930171095,1.3494784276549296,9103.532330155424,,,,0,3.0
1,8.103428481166029,6.561777648463163,0.2628900809027161,2982.7342945668347,,,,1,3.0
2,8.092792942051544,6.555501991090198,0.2691657382756816,1822.109079763008,,,,2,3.0
3,8.125383508776201,6.5838652338857475,0.240802495480132,2239.4142987130012,,,,3,3.0
4,8.164034680763505,6.622383848053982,0.2022838813118976,1590.7976072834394,,,,4,3.0
5,8.117035341281113,6.580419304193281,0.2442484251725982,2093.200311692438,,,,5,3.0
6,8.079869718817147,6.54164680911984,0.2830209202460398,2402.914768799217,,,,6,3.0
7,2.352271432104496,2.00130974879011,4.82335798057577,13775.584022733728,,,,7,3.0
0,0.0,0.0,6.824667805921878,18149.706403730583,1.0000000017965656,-0.3050942122936249,5.0,0,-10.0
1,9.702922909582412e-10,0.0,6.824667789981531,18149.70647735407,0.4999926520835017,2.486899575160351e-12,0.0099999997764825,1,-10.0
2,0.0,0.0,6.824667802139901,18149.70643128857,1.0000000013400383,-0.3050942122936249,5.0,2,-10.0
3,1.5426973476451167e-08,0.0,6.824667791425595,18149.70638956565,0.9999999981587644,-0.3050942122936249,5.0,3,-10.0
4,1.913121302976606e-05,7.650203389886201e-06,6.82466007916249,18149.70505540404,0.4959794906103218,-5.259464160189964e-05,0.4028085470199585,4,-10.0
5,0.0138262441659797,0.0056105721059402,6.819057157259939,18148.768663661485,0.7333235714135259,0.0153509359806776,0.5193195343017578,5,-10.0
6,5.192511213697809,3.7725403598762366,3.052127369489643,14395.175560359585,0.3735635720194121,0.0922999903559684,2.566584348678589,6,-10.0
7,7.54321790497111,6.013694595451449,0.8109731339144304,6298.621165601608,0.065233422940599,0.1710014939308166,2.4201133251190186,7,-10.0
0,7.023035078728904,5.487786264653645,1.336881464712235,8264.493841329644,,,,0,2.0
1,8.139792251475612,6.599921657374342,0.2247460719915377,2205.4254216027875,,,,1,2.0
2,8.117035357882935,6.575448969063391,0.2492187603024884,2540.72850663774,,,,2,2.0
3,8.148140367375088,6.606553983532951,0.2181137458329285,2034.3019036495596,,,,3,2.0
4,8.127671044676537,6.586085941574055,0.2385817877918246,1758.9031503905471,,,,4,2.0
5,8.132929635863245,6.591343253382162,0.2333244759837178,1211.828959234866,,,,5,2.0
6,8.022734106888347,6.482189072649938,0.3424786567159419,3191.3053510273344,,,,6,2.0
7,2.5255588993641815,2.156127244902118,4.668540484463762,12936.083967581402,,,,7,2.0
0,6.839825285126345,6.268843777760257,0.5558239516056229,2.8516099059648914,,,,0,-2.0
1,6.888704947577827,6.303739062709564,0.5209286666563155,2.4638896532460413,,,,1,-2.0
2,6.900936741865106,6.303533207872217,0.5211345214936625,2.6984680023014143,,,,2,-2.0
3,6.949225128363329,6.341976449826928,0.4826912795389511,2.1453383869162854,,,,3,-2.0
4,6.961257129160966,6.3441825609787,0.4804851683871796,2.171005657467624,,,,4,-2.0
5,7.000076618375905,6.373376639660334,0.4512910897055455,1.9306433107259664,,,,5,-2.0
6,7.435482212102341,6.444968999855405,0.3796987295104745,1.949064814261658,,,,6,-2.0
7,7.111430534225178,6.2108410815882245,0.613826647777655,8.295871319032383,,,,7,-2.0
