name,probability
150,0.0010728912886413
151,0.0006548356535866
152,0.0003072719964438
153,0.0023909202185588
154,0.0047431876717995
155,0.0003018354929392
156,0.00298063047186
157,0.0031436421028762
158,0.014471106500005
159,0.0019049656966408
160,0.0009816115418498
161,0.0018129179951467
162,0.009779962886826
163,0.0021679149989254
164,0.0060471072878582
165,0.0003092733363274
166,0.0006559134735125
167,0.0004027821191268
168,0.0027850602619129
169,0.0004139059728599
170,0.0028393860158963
171,9.708307709917326e-05
172,0.0167390086199145
173,0.0026310070707154
174,0.0112345951417755
175,0.0009244994541977
176,0.0033997185745108
177,7.2579367427920335e-06
178,0.0030652023187842
179,0.0014983870348234
180,0.0028998329618495
181,0.000803043561597
182,0.000139538128949
183,0.0005663872659122
184,0.0018160355590862
185,0.000228828146643
186,0.001857803337263
187,0.003218670753084
188,0.0043217687805192
189,7.257919205378316e-06
190,0.0010443502220868
191,0.0016885738240699
192,0.0018358363441258
193,0.0034739998526399
194,8.761063352412911e-05
195,0.0024272956165976
196,0.0002295476888135
197,0.0010850359058494
198,0.0080560683313515
199,0.001623783762239
200,0.0001286530480671
201,0.0001638386208208
202,0.0028533308930383
203,0.001332635112689
204,0.0104347792648504
205,0.0020462033886635
206,0.0012940884482863
207,0.0023221536994097
208,0.0009208458053675
209,0.0022352785485095
210,0.0003203425740037
211,0.0028254623766656
212,0.0033959120534011
213,9.567895091378607e-06
214,0.0008201525519876
215,0.0001771635941033
216,0.0015300597819038
217,0.0006622810510556
218,7.257915188087377e-06
219,0.0006951606451956
220,0.0008737050368727
221,0.0017729177629965
222,0.0007886947457018
223,0.0037575443255372
224,0.0011841324544113
225,0.0005041164023194
226,0.0009473466069969
227,0.0097564366945863
228,0.0003874349807352
229,7.098050138637422e-05
230,0.0015851824402419
231,9.819320100954716e-05
232,4.76702492338332e-05
233,1.8333144768814963e-05
234,0.0031682582782825
235,0.0017035556179975
236,0.0004927395207909
237,0.0003467665912244
238,0.0009880277460738
239,0.0015468037444516
240,0.0005138590163027
241,0.0072129073503574
242,0.0003804963520466
243,0.0004586787335419
244,0.000878017155486
245,0.0092300958271715
246,0.0022070201056889
247,0.0030525676988088
248,0.0001533372836539
249,0.0006531059043805
250,0.001659857206208
251,0.0004789025969152
252,0.0017421676755623
253,0.0018460905765286
254,0.0012798468360209
255,0.0086611057111846
256,0.0069801321583889
257,0.0002968311574922
258,0.0098287544478113
259,0.0021161353285754
260,8.153119499846569e-05
261,0.0009637534611335
262,0.0098247299115796
263,0.0018067518936039
264,0.0002249468810606
265,0.0034872501130667
266,0.0023786100874102
267,0.0010883980387737
268,0.0045569716800235
269,0.0018234212056834
270,0.0037010733882517
271,0.0021781995189505
272,0.010303512591638
273,0.0020033255125493
274,0.0105306774800581
275,0.0032035787691335
276,0.0015725620735526
277,0.0008786651885413
278,0.0004971988920383
279,0.0014399134103259
280,0.0020855904442004
281,0.002571212105261
282,0.0033801930573027
283,0.0051816463408428
284,0.0065168989863219
285,0.0001779826068287
286,0.0152578695024485
287,0.0007050944628363
288,0.0109739956855177
289,0.0004420182268917
290,0.0008322311158264
291,0.0032745342953534
292,0.0026500417436238
293,0.0009315527819521
294,0.0031373911289521
295,0.0034856817389009
296,0.0024324354232841
297,0.0191402283391376
298,0.0146154540126897
299,0.0041252557090143
300,0.0046255920970148
301,0.0026547196624228
302,0.0022276321926273
303,2.54577050787789e-10
304,7.015995673276002e-08
305,0.0034268551761391
306,0.0004056533721609
307,0.0020205528798732
308,0.0010609301423044
309,0.0021036292543039
310,0.0033839587970589
311,0.0021555318044588
312,0.024745691426114
313,0.0009058510418666
314,0.005787493292533
315,0.0037275539051798
316,0.0007969798417804
317,0.0033715578637712
318,0.0009138924531778
319,0.0049377298780777
320,0.0003069887516547
321,0.0086831590515393
322,0.0006048093404591
323,0.0011441232736354
324,0.0010770873543488
325,0.0002922967949022
326,0.0097213810660223
327,0.0011536069689298
328,0.0003099338820262
329,0.004535498408077
330,0.0031186602105425
